brand,model,model_year,milage,fuel_type,transmission,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
Acura,TLX w/A-Spec Package,2022,15,Gasoline,10-Speed A/T,0,39998,232.0,0,1648,3,0,3
Toyota,Camry Hybrid LE,2022,14,Hybrid,A/T CVT,0,29999,213.0,53,407,4,0,3
Honda,CR-V EX,2003,224,Gasoline,Manual,0,3900,160.0,17,359,3,1,22
Mercedes-Benz,E-Class E 550,2014,81,Gasoline,Transmission w/Dual Shift Mode,0,26000,402.0,36,554,3,2,11
Mazda,MX-5 Miata Grand Touring,2007,81,Gasoline,6-Speed Manual,1,11000,166.0,34,1022,3,1,18
Porsche,718 Boxster Base,2019,7,Gasoline,7-Speed A/T,0,63000,300.0,43,117,3,0,6
Ford,Transit-350 XLT,2015,143,Gasoline,6-Speed A/T,0,22500,275.0,14,1718,3,0,10
Kia,Sportage SX Turbo,2017,88,Gasoline,6-Speed A/T,0,18688,232.0,24,1608,3,0,8
INFINITI,G37 S Sport,2010,116,Gasoline,6-Speed Manual,0,16500,328.0,20,746,3,1,15
Nissan,Titan XD S,2019,54,Gasoline,7-Speed A/T,0,27900,390.0,39,1698,3,0,6
Audi,S7 2.9T Prestige,2021,12,Hybrid,8-Speed A/T,0,77500,444.0,3,1481,4,0,4
Land,Rover Discovery HSE,2019,20,Gasoline,A/T,0,43998,341.0,26,1381,3,0,6
Ford,Transit-350 XLT,2020,32,Diesel,A/T,0,68000,210.0,14,1718,0,0,5
INFINITI,Q70 3.7,2014,70,Gasoline,7-Speed A/T,0,19995,330.0,20,1252,3,0,11
Jeep,Gladiator Rubicon,2022,9,Gasoline,A/T,0,54000,285.0,22,818,3,0,3
Lincoln,MKX Base,2010,156,Gasoline,6-Speed A/T,1,5900,265.0,28,1012,3,0,15
Porsche,911 Carrera 4S,2020,26,Gasoline,7-Speed Manual,0,134999,341.0,43,147,3,1,5
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67,Gasoline,Transmission w/Dual Shift Mode,1,34250,362.0,36,208,3,2,7
Porsche,Cayman Base,2014,52,Gasoline,Transmission w/Dual Shift Mode,1,37000,275.0,43,434,3,2,11
Acura,MDX 3.7L Advance,2011,137,Gasoline,Transmission w/Dual Shift Mode,0,12000,300.0,0,999,3,2,14
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36,Gasoline,7-Speed A/T,1,32000,292.0,54,831,3,0,7
Kia,Forte GT-Line,2023,16,Gasoline,CVT Transmission,1,24500,147.0,24,726,3,0,2
BMW,M8 Competition,2020,11,Gasoline,A/T,0,96998,502.0,4,991,3,0,5
Lincoln,MKC Select,2019,50,Gasoline,6-Speed A/T,0,26545,232.0,28,1008,3,0,6
BMW,i8 Base,2015,846,Plug-In Hybrid,A/T,0,86999,357.0,4,1893,5,0,10
Toyota,Highlander XLE,2021,67,Gasoline,8-Speed A/T,0,34645,309.0,53,868,3,0,4
Mazda,CX-30 Premium Package,2023,3,Gasoline,6-Speed A/T,0,28535,213.0,34,383,3,0,2
Porsche,Cayenne Platinum Edition,2018,50,Gasoline,8-Speed A/T,1,43550,304.0,43,429,3,0,7
Lincoln,MKZ Reserve,2017,37,Gasoline,6-Speed A/T,0,27500,400.0,28,1017,3,0,8
Tesla,Model 3 Standard Range Plus,2021,22,Electric,A/T,0,31000,271.0,52,1087,2,0,4
Porsche,718 Cayman S,2019,10,Gasoline,7-Speed A/T,1,69000,350.0,43,122,3,0,6
Chevrolet,Corvette Base,2005,143,Gasoline,4-Speed A/T,0,16000,400.0,9,505,3,0,20
Acura,RSX Type S,2002,80,Gasoline,6-Speed Manual,1,8500,200.0,0,1316,3,1,23
Porsche,Cayman S,2007,6,Gasoline,6-Speed Manual,0,45000,295.0,43,438,3,1,18
Audi,SQ7 4.0T,2022,29,Gasoline,A/T,0,74900,387.0,3,1508,3,0,3
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4,Hybrid,9-Speed A/T,0,144664,603.0,36,229,4,0,3
Honda,Ridgeline RTL-E,2021,14,Gasoline,9-Speed A/T,0,38500,280.0,17,1358,3,0,4
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64,Gasoline,7-Speed A/T,0,12995,302.0,36,351,3,0,20
Lexus,GX 470 Base,2004,154,Gasoline,A/T,1,10000,235.0,27,795,3,0,21
Lexus,NX 200t Base,2015,54,Gasoline,6-Speed A/T,0,27000,235.0,27,1137,3,0,10
Dodge,Dakota SLT Quad Cab,2007,232,Gasoline,4-Speed A/T,1,6000,210.0,11,535,3,0,18
Maserati,Ghibli S Q4 GranSport,2020,26,Gasoline,8-Speed A/T,0,52645,341.0,32,813,3,0,5
Land,Rover Discovery Sport SE R-Dynamic,2020,21,Gasoline,A/T,0,35998,232.0,26,1389,3,0,5
Aston,Martin DBX Base,2021,2,Gasoline,9-Speed A/T,0,159500,387.0,2,1043,3,0,4
Audi,Q3 45 S line Premium,2022,9,Gasoline,8-Speed A/T,0,33610,232.0,3,1224,3,0,3
Ford,Explorer XLT,2020,61,Gasoline,10-Speed A/T,1,28616,269.0,14,650,3,0,5
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,72,Gasoline,9-Speed A/T,0,46900,469.0,36,223,3,0,7
Subaru,BRZ Premium,2023,6,Gasoline,6-Speed Manual,0,29990,228.0,50,295,3,1,2
BMW,640 i,2016,40,Gasoline,8-Speed A/T,0,28499,315.0,4,112,3,0,9
Kia,Stinger GT2,2020,57,Gasoline,A/T,1,36500,365.0,24,1620,3,0,5
Subaru,Forester 2.5 XT,2004,122,Gasoline,5-Speed Manual,1,9999,210.0,50,722,3,1,21
Kia,Sportage X-Pro,2023,459,Gasoline,8-Speed A/T,0,36998,213.0,24,1609,3,0,2
BMW,M4 Base,2016,62,Gasoline,7-Speed A/T,1,40500,425.0,4,976,3,0,9
Hyundai,Equus Signature,2013,72,Gasoline,8-Speed A/T,0,17500,429.0,19,600,3,0,12
BMW,M550 i xDrive,2020,40,Gasoline,Transmission w/Dual Shift Mode,0,53000,523.0,4,984,3,2,5
Subaru,Impreza WRX STI,2014,77,Gasoline,6-Speed Manual,1,30000,305.0,50,900,3,1,11
Mercedes-Benz,AMG G 63 Base,2019,20,Gasoline,A/T,0,159998,387.0,36,218,3,0,6
Mazda,Mazda6 Grand Touring,2020,36,Gasoline,6-Speed A/T,0,22966,213.0,34,1068,3,0,5
Hyundai,Veloster Base,2013,800,Gasoline,Transmission w/Dual Shift Mode,0,9800,132.0,19,1746,3,2,12
Land,Rover Defender X-Dynamic SE,2023,6,Hybrid,A/T,0,79998,341.0,26,1380,4,0,2
Kia,Telluride SX,2020,69,Gasoline,8-Speed A/T,0,37405,352.0,24,1685,3,0,5
Maserati,GranTurismo Sport,2015,45,Gasoline,6-Speed A/T,0,41900,454.0,32,837,3,0,10
BMW,540 i xDrive,2020,37,Gasoline,A/T,0,39998,232.0,4,105,3,0,5
INFINITI,M56 Base,2011,137,Gasoline,Transmission w/Dual Shift Mode,1,8500,420.0,20,985,3,2,14
Chevrolet,Corvette Stingray w/1LT,2023,4,Gasoline,8-Speed A/T,1,73900,490.0,9,509,3,0,2
Audi,Q5 S line Premium Plus,2023,5,Hybrid,A/T,0,47598,232.0,3,1237,4,0,2
Lexus,GX 460 Base,2018,52,Gasoline,6-Speed A/T,0,38000,301.0,27,792,3,0,7
BMW,X1 sDrive28i,2014,50,Gasoline,A/T,0,10795,240.0,4,1782,3,0,11
Alfa,Romeo Stelvio Ti,2020,41,Gasoline,8-Speed A/T,0,32400,280.0,1,1371,3,0,5
RAM,1500 Big Horn,2021,71,Gasoline,8-Speed A/T,0,34000,395.0,44,4,3,0,4
BMW,M4 Base,2015,27,Gasoline,A/T,0,53000,425.0,4,976,3,0,10
Tesla,Model X Long Range,2022,15,Electric,1-Speed A/T,0,84500,670.0,52,1102,2,0,3
Volvo,S90 T5 Momentum,2018,95,Gasoline,8-Speed A/T,0,18000,250.0,55,1488,3,0,7
Subaru,Impreza WRX Sti,2005,94,Gasoline,6-Speed Manual,0,19500,300.0,50,901,3,1,20
BMW,X6 xDrive40i,2020,45,Gasoline,A/T,0,57998,341.0,4,1811,3,0,5
Cadillac,CTS 2.0L Turbo Luxury,2014,110,Gasoline,A/T,0,11000,272.0,8,371,3,0,11
Land,Rover Discovery Sport HSE,2016,49,Gasoline,9-Speed A/T,0,21590,232.0,26,1386,3,0,9
Genesis,G90 5.0 Ultimate,2017,64,Gasoline,Transmission w/Dual Shift Mode,0,27500,420.0,16,758,3,2,8
Mercedes-Benz,CLK-Class CLK 350,2009,22,Gasoline,A/T,1,18000,268.0,36,353,3,0,16
Land,Rover Range Rover Autobiography,2023,324,Gasoline,A/T,0,199998,502.0,26,1403,3,0,2
Kia,Optima EX,2019,68,Gasoline,A/T,0,20818,170.0,24,1159,3,0,6
Toyota,Highlander SE,2018,54,Gasoline,8-Speed A/T,1,31853,309.0,53,867,3,0,7
Mercedes-Benz,Sprinter 4500 High Roof,2019,17,Diesel,Transmission w/Dual Shift Mode,0,45900,188.0,36,1615,0,2,6
BMW,X1 xDrive28i,2020,18,Gasoline,A/T,1,29500,228.0,4,1784,3,0,5
Audi,R8 5.2,2015,51,Gasoline,Transmission w/Dual Shift Mode,1,102000,550.0,3,1281,3,2,10
Audi,S3 2.0T Tech Premium Plus,2018,16,Gasoline,A/T,0,42800,292.0,3,1461,3,0,7
Toyota,Tundra Hybrid TRD Pro,2022,7,Hybrid,10-Speed A/T,0,75500,437.0,53,1732,4,0,3
Audi,SQ5 3.0T Premium Plus,2022,8,Gasoline,A/T,0,52900,341.0,3,1506,3,0,3
Audi,A6 2.0T Premium Plus,2016,68,Gasoline,Transmission w/Dual Shift Mode,1,20000,252.0,3,181,3,2,9
BMW,328 xi,2007,83,Gasoline,6-Speed A/T,0,8995,230.0,4,45,3,0,18
Audi,SQ5 3.0T Prestige,2018,25,Gasoline,8-Speed A/T,0,50000,354.0,3,1507,3,0,7
Cadillac,Escalade Sport Platinum,2021,16,Diesel,10-Speed A/T,0,97952,341.0,8,617,0,0,4
BMW,M235 i,2014,125,Gasoline,6-Speed Manual,0,17200,320.0,4,967,3,1,11
Kia,Telluride SX,2023,10,Gasoline,8-Speed A/T,0,50998,352.0,24,1685,3,0,2
Chevrolet,Express 3500 Base,2008,144,Gasoline,A/T,0,22000,323.0,9,656,3,0,17
GMC,Acadia SLE,2020,31,Gasoline,9-Speed A/T,0,27654,213.0,15,244,3,0,5
BMW,X3 xDrive30i,2021,2,Gasoline,A/T,0,41598,232.0,4,1790,3,0,4
Audi,TT 2.0T,2015,127,Gasoline,A/T,1,14000,211.0,3,1654,3,0,10
Subaru,Outback 3.6R Touring,2017,101,Gasoline,A/T,0,20500,256.0,50,1170,3,0,8
Mitsubishi,Eclipse Spyder GS,2001,90,Gasoline,A/T,0,4495,140.0,38,574,3,0,24
Hyundai,Santa Fe SEL,2022,27,Gasoline,8-Speed A/T,0,29800,213.0,19,1519,3,0,3
BMW,M5 Base,2018,20,Gasoline,8-Speed A/T,0,67000,600.0,4,982,3,0,7
Dodge,Ram 1500 ST,2011,134,Gasoline,A/T,1,10500,390.0,11,1341,3,0,14
Ford,Fusion Energi Titanium,2015,84,Plug-In Hybrid,CVT Transmission,1,10000,188.0,14,733,5,0,10
Toyota,Tundra Hybrid TRD Pro,2022,19,Hybrid,10-Speed A/T,0,71000,437.0,53,1732,4,0,3
Land,Rover Range Rover Evoque Pure,2015,116,Gasoline,9-Speed A/T,0,17500,240.0,26,1406,3,0,10
Lincoln,Navigator Base,2009,192,E85 Flex Fuel,6-Speed A/T,1,9750,310.0,28,1143,1,0,16
Mercedes-Benz,Sprinter 3500 High Roof,2017,125,Diesel,5-Speed A/T,0,75000,188.0,36,1613,0,0,8
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17,Gasoline,9-Speed A/T,0,95000,603.0,36,216,3,0,6
BMW,440 i xDrive,2018,74,Gasoline,A/T,0,32000,320.0,4,77,3,0,7
Acura,Integra LS,1998,120,Gasoline,4-Speed A/T,1,5500,140.0,0,905,3,0,27
Audi,Q7 55 Prestige,2019,74,Gasoline,8-Speed A/T,0,36340,341.0,3,1250,3,0,6
BMW,M6 Base,2014,30,Gasoline,Transmission w/Dual Shift Mode,0,40999,560.0,4,986,3,2,11
Volkswagen,Arteon 2.0T SE,2021,14,Gasoline,A/T,0,29798,232.0,54,268,3,0,4
Lexus,LX 600 F SPORT,2023,1,Gasoline,10-Speed A/T,0,120990,409.0,27,934,3,0,2
INFINITI,Q40 Base,2015,143,Gasoline,Transmission w/Dual Shift Mode,0,11500,328.0,20,1229,3,2,10
BMW,Z4 3.0i Roadster,2006,47,Gasoline,Transmission w/Dual Shift Mode,1,11500,215.0,4,1878,3,2,19
BMW,M6 Base,2015,19,Gasoline,Transmission w/Dual Shift Mode,0,59549,560.0,4,986,3,2,10
BMW,X3 M40i,2019,36,Gasoline,A/T,0,39998,341.0,4,1787,3,0,6
Kia,Sorento LX,2014,47,Gasoline,6-Speed A/T,0,15363,190.0,24,1596,3,0,11
Rivian,R1S Adventure Package,2023,6,Electric,1-Speed A/T,0,95000,835.0,45,1277,2,0,2
BMW,Z4 sDrive28i,2015,58,Gasoline,6-Speed Manual,0,29995,240.0,4,1880,3,1,10
Cadillac,CTS-V Base,2017,49,Gasoline,Transmission w/Dual Shift Mode,0,60999,640.0,8,379,3,2,8
Ford,Transit Connect XL,2020,119,Gasoline,A/T,0,18000,169.0,14,1712,3,0,5
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36,Gasoline,Transmission w/Dual Shift Mode,0,72000,550.0,26,1444,3,2,5
Lexus,IS 250 Base,2010,121,Gasoline,6-Speed A/T,1,13250,204.0,27,883,3,0,15
BMW,X7 xDrive40i,2023,2,Hybrid,Transmission w/Dual Shift Mode,0,78350,375.0,4,1815,4,2,2
Volvo,XC90 T6 Momentum,2018,110,Gasoline,A/T,1,22000,316.0,55,1830,3,0,7
Hyundai,Tucson Limited,2008,149,Gasoline,4-Speed A/T,0,3850,173.0,19,1725,3,0,17
Dodge,Durango GT,2021,15,Gasoline,8-Speed A/T,0,37995,304.0,11,539,3,0,4
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39,Gasoline,9-Speed A/T,1,39000,362.0,36,208,3,0,8
GMC,Yukon XL SLT,2019,65,Gasoline,A/T,0,42995,339.0,15,1873,3,0,6
Audi,RS Q8 4.0T,2020,42,Gasoline,Transmission w/Dual Shift Mode,0,91500,591.0,3,1313,3,2,5
Rivian,R1S Adventure Package,2023,655,Electric,1-Speed A/T,0,94500,835.0,45,1277,2,0,2
Toyota,RAV4 Hybrid XLE,2019,54,Hybrid,CVT Transmission,0,33000,219.0,53,1288,4,0,6
Alfa,Romeo Stelvio Quadrifoglio,2019,26,Gasoline,8-Speed A/T,0,53900,505.0,1,1370,3,0,6
Land,Rover Range Rover Evoque SE,2020,38,Gasoline,A/T,0,36598,232.0,26,1409,3,0,5
Alfa,Romeo Stelvio Ti Sport,2020,21,Gasoline,8-Speed A/T,0,35345,232.0,1,1372,3,0,5
Cadillac,Escalade EXT Base,2007,99,Gasoline,6-Speed A/T,0,22999,403.0,8,609,3,0,18
Ford,F-250 Lariat,2019,36,E85 Flex Fuel,6-Speed A/T,0,47756,464.0,14,675,1,0,6
Nissan,350Z Enthusiast,2005,130,Gasoline,5-Speed A/T,0,9950,287.0,39,57,3,0,20
Subaru,Legacy 2.5 i Premium,2010,178,Gasoline,A/T,0,7600,170.0,50,953,3,0,15
Honda,Civic LX,2003,160,Gasoline,A/T,1,3000,115.0,17,463,3,0,22
McLaren,570S Spider,2020,9,Gasoline,Transmission w/Dual Shift Mode,0,185000,562.0,35,109,3,2,5
Maserati,Ghibli S Q4,2016,1,Gasoline,Transmission w/Dual Shift Mode,0,36000,404.0,32,812,3,2,9
Jeep,Wagoneer Series II 4x4,2022,30,Gasoline,8-Speed A/T,0,58900,369.0,22,1761,3,0,3
Maserati,Ghibli S Q4,2017,50,Gasoline,Transmission w/Dual Shift Mode,0,27995,404.0,32,812,3,2,8
Lexus,RX 300 Base,2002,121,Gasoline,A/T,0,6348,220.0,27,1318,3,0,23
Lincoln,Aviator Luxury,2005,140,Gasoline,A/T,0,2000,302.0,28,292,3,0,20
Ford,Transit Connect XL,2018,67,E85 Flex Fuel,6-Speed A/T,0,21500,169.0,14,1712,1,0,7
Cadillac,SRX Luxury Collection,2016,62,Gasoline,A/T,1,19998,304.0,8,1510,3,0,9
Lincoln,MKS EcoBoost,2016,38,Gasoline,A/T,0,21000,365.0,28,1010,3,0,9
Toyota,Yaris Base,2010,138,Gasoline,5-Speed Manual,0,5000,106.0,53,1864,3,1,15
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40,Gasoline,Transmission w/Dual Shift Mode,1,72000,603.0,36,216,3,2,6
Mercedes-Benz,GLS 450 Base,2022,42,Hybrid,A/T,0,71998,341.0,36,775,4,0,3
Mercedes-Benz,G-Class G 550 4MATIC,2019,48,Gasoline,A/T,1,127899,416.0,36,741,3,0,6
Hyundai,Veloster Turbo R-Spec,2014,128,Gasoline,6-Speed Manual,0,11000,201.0,19,1747,3,1,11
Toyota,4Runner Limited,2019,48,Gasoline,5-Speed A/T,0,40368,387.0,53,81,3,0,6
Mercedes-Benz,S-Class S 580 4MATIC,2021,5,Hybrid,9-Speed A/T,0,99900,496.0,36,1454,4,0,4
Audi,RS 7 4.0T Performance Prestige,2017,39,Gasoline,8-Speed A/T,0,67900,387.0,3,1310,3,0,8
Mazda,MX-5 Miata Base,1999,97,Gasoline,5-Speed Manual,1,12900,140.0,34,1020,3,1,26
Mercedes-Benz,AMG C 43 Base,2017,54,Gasoline,9-Speed A/T,1,33999,362.0,36,207,3,0,8
Chevrolet,Corvette Z06,2007,11,Gasoline,6-Speed Manual,0,47500,505.0,9,512,3,1,18
Ford,F-250 King Ranch,2021,44,Diesel,10-Speed A/T,1,73000,475.0,14,673,0,0,4
Volkswagen,Tiguan 2.0T SE,2022,11,Gasoline,A/T,0,27900,184.0,54,1692,3,0,3
BMW,750 Li xDrive,2012,103,Gasoline,6-Speed A/T,0,16000,407.0,4,131,3,0,13
BMW,M3 CS,2024,456,Gasoline,Transmission w/Dual Shift Mode,0,128995,543.0,4,971,3,2,1
Lexus,GX 460 Base,2018,64,Gasoline,6-Speed A/T,0,37300,301.0,27,792,3,0,7
Audi,Q7 3.0T Premium,2017,108,Gasoline,8-Speed A/T,0,25999,333.0,3,1246,3,0,8
Alfa,Romeo Stelvio Ti Sport,2018,37,Gasoline,Transmission w/Dual Shift Mode,1,26600,280.0,1,1372,3,2,7
Land,Rover Defender X,2023,5,Hybrid,A/T,0,95998,341.0,26,1379,4,0,2
BMW,750 i xDrive,2019,29,Gasoline,A/T,0,50998,502.0,4,133,3,0,6
BMW,M3 Base,2015,66,Gasoline,Transmission w/Dual Shift Mode,0,44950,425.0,4,970,3,2,10
Audi,e-tron Prestige,2019,33,Electric,1-Speed A/T,0,38000,355.0,3,1888,2,0,6
Lexus,IS 250 Base,2011,108,Gasoline,6-Speed A/T,1,11400,204.0,27,883,3,0,14
Land,Rover Range Rover Evoque SE Premium,2016,80,Gasoline,9-Speed A/T,0,19000,240.0,26,1410,3,0,9
Ferrari,California T,2015,20,Gasoline,7-Speed A/T,1,124990,553.0,13,397,3,0,10
Lexus,LC 500 Base,2018,37,Gasoline,10-Speed A/T,0,63997,471.0,27,923,3,0,7
GMC,Sierra 1500 SLE Crew Cab,2005,132,Gasoline,4-Speed A/T,1,5800,295.0,15,1543,3,0,20
Lexus,ES 350 Base,2008,146,Gasoline,A/T,0,8995,272.0,27,569,3,0,17
Nissan,370Z NISMO,2010,29,Gasoline,Manual,0,29000,350.0,39,61,3,1,15
Dodge,Ram 1500 Laramie,2004,141,Gasoline,A/T,0,5700,345.0,11,1335,3,0,21
Ford,Expedition Limited,2016,85,Gasoline,A/T,0,19995,365.0,14,636,3,0,9
INFINITI,QX70 Base,2015,87,Gasoline,A/T,0,17800,325.0,20,1265,3,0,10
BMW,X5 M Base,2023,4,Gasoline,8-Speed A/T,0,105900,502.0,4,1797,3,0,2
Lincoln,Navigator Select,2016,158,Gasoline,Transmission w/Dual Shift Mode,0,19780,380.0,28,1149,3,2,9
Volvo,V60 Cross Country T5,2020,10,Gasoline,8-Speed A/T,0,36000,250.0,55,1744,3,0,5
Audi,A7 3.0T Premium Plus,2018,46,Gasoline,A/T,0,37000,340.0,3,192,3,0,7
Ford,Bronco Sport Outer Banks,2021,15,Gasoline,8-Speed A/T,0,31621,201.0,14,328,3,0,4
Volkswagen,Eurovan MV,2001,220,Gasoline,A/T,0,5500,140.0,54,623,3,0,24
Jaguar,F-TYPE R,2017,58,Gasoline,A/T,0,51500,550.0,21,698,3,0,8
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30,Hybrid,A/T,0,44998,232.0,26,1407,4,0,5
RAM,1500 Laramie,2021,38,Gasoline,8-Speed A/T,0,45277,369.0,44,10,3,0,4
Rivian,R1S Adventure Package,2023,2,Electric,A/T,0,91000,835.0,45,1277,2,0,2
BMW,M760 i xDrive,2021,11,Gasoline,8-Speed A/T Sport w/Sport & Manual Modes,0,91900,442.0,4,989,3,0,4
Lexus,LX 570 Three-Row,2018,50,Gasoline,A/T,0,65000,383.0,27,933,3,0,7
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58,Gasoline,A/T,0,38000,247.0,26,1439,3,0,6
Acura,MDX w/Technology Package,2023,3,Gasoline,F,0,54998,309.0,0,1005,3,2,2
Lexus,LC 500 Base,2018,61,Gasoline,Transmission w/Dual Shift Mode,0,65000,471.0,27,923,3,2,7
Audi,SQ5 3.0T Prestige,2019,48,Gasoline,Transmission w/Dual Shift Mode,1,43500,349.0,3,1507,3,2,6
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,66,Gasoline,A/T,1,34900,247.0,26,1439,3,0,7
RAM,1500 Limited,2020,44,Gasoline,8-Speed A/T,0,50658,369.0,44,11,3,0,5
Audi,S4 3.0T Premium,2019,19,Gasoline,8-Speed A/T,0,42900,341.0,3,1463,3,0,6
Audi,A8 4.0,2020,36,Hybrid,A/T,0,59598,387.0,3,198,4,0,5
Cadillac,Escalade ESV Sport,2021,8,Gasoline,Transmission w/Dual Shift Mode,0,93000,420.0,8,608,3,2,4
Mercedes-Benz,AMG GT AMG GT S,2016,10,Gasoline,7-Speed A/T,0,85500,503.0,36,233,3,0,9
BMW,M3 Base,2009,112,Gasoline,Transmission w/Dual Shift Mode,1,28000,420.0,4,970,3,2,16
Honda,Accord EX-L,2009,167,Gasoline,5-Speed A/T,0,6250,190.0,17,253,3,0,16
Cadillac,Escalade Premium,2015,71,Gasoline,6-Speed A/T,1,35999,420.0,8,613,3,0,10
Acura,RDX Technology Package,2020,31,Gasoline,10-Speed A/T,0,36570,232.0,0,1299,3,0,5
BMW,X2 xDrive28i,2022,33,Gasoline,Transmission w/Dual Shift Mode,0,29999,228.0,4,1785,3,2,3
Buick,Verano Convenience,2013,68,E85 Flex Fuel,Transmission w/Dual Shift Mode,0,11995,180.0,7,1750,1,2,12
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,21,Gasoline,9-Speed A/T,0,104900,387.0,36,237,3,0,5
RAM,2500 Tradesman,2021,34,Gasoline,8-Speed A/T,1,48000,410.0,44,30,3,0,4
Mercedes-Benz,Metris Base,2018,32,Gasoline,Transmission w/Dual Shift Mode,0,44900,208.0,36,1077,3,2,7
Land,Rover Range Rover Evoque S,2020,40,Gasoline,A/T,0,36998,232.0,26,1408,3,0,5
Volvo,XC90 T6 Inscription,2020,22,Gasoline,A/T,0,50000,316.0,55,1829,3,0,5
Ford,Expedition King Ranch,2020,59,Gasoline,10-Speed A/T,1,48999,375.0,14,635,3,0,5
Toyota,Highlander Hybrid Limited,2006,265,Hybrid,A/T,1,5000,208.0,53,860,4,0,19
Toyota,Tundra SR5 Access Cab,2005,210,Gasoline,5-Speed A/T,0,8500,282.0,53,1737,3,0,20
Ford,Transit-350 Base,2023,195,Gasoline,10-Speed A/T,0,87500,310.0,14,1716,3,0,2
Chevrolet,Express 3500 LT,2016,120,Diesel,6-Speed A/T,0,19500,260.0,9,657,0,0,9
Chevrolet,Bolt EUV Premier,2022,15,Electric,A/T,0,33000,200.0,9,309,2,0,3
Jeep,Wrangler Unlimited 4xe Sahara,2021,34,Hybrid,8-Speed A/T,0,42998,232.0,22,1773,4,0,4
BMW,X7 xDrive40i,2023,3,Hybrid,8-Speed A/T,0,87000,375.0,4,1815,4,0,2
Mercedes-Benz,AMG GT 53 Base,2021,18,Gasoline,9-Speed A/T,0,87500,341.0,36,230,3,0,4
Toyota,Tundra Limited,2020,44,Gasoline,6-Speed A/T,0,45423,369.0,53,1733,3,0,5
BMW,X1 xDrive28i,2021,26,Gasoline,Transmission w/Dual Shift Mode,0,32000,228.0,4,1784,3,2,4
BMW,135 i,2008,87,Gasoline,A/T,0,15300,300.0,4,2,3,0,17
Mazda,Mazda3 Touring,2018,28,Gasoline,Transmission w/Dual Shift Mode,0,20500,184.0,34,1061,3,2,7
Audi,A7 3.0T Premium Plus,2018,29,Gasoline,A/T,0,39999,340.0,3,192,3,0,7
Saturn,Sky Red Line,2008,37,Gasoline,A/T,0,14995,260.0,48,1583,3,0,17
BMW,Z4 2.5i Roadster,2005,138,Gasoline,5-Speed A/T,0,9950,184.0,4,1877,3,0,20
Volvo,XC90 Hybrid T8 Inscription,2020,44,Plug-In Hybrid,8-Speed A/T,0,65000,400.0,55,1826,5,0,5
Acura,TLX A-Spec,2021,17,Gasoline,10-Speed A/T,0,38781,232.0,0,1640,3,0,4
Acura,MDX w/Technology Package,2022,30,Gasoline,10-Speed A/T,0,46598,309.0,0,1005,3,0,3
Chevrolet,Tahoe High Country,2021,53,Gasoline,10-Speed A/T,1,67100,420.0,9,1669,3,0,4
Tesla,Model Y Long Range,2021,61,Electric,A/T,0,42000,425.0,52,1108,2,0,4
Mercedes-Benz,GLK-Class GLK 350,2013,99,Gasoline,A/T,0,11495,302.0,36,774,3,0,12
Chevrolet,Traverse LS,2022,32,Gasoline,A/T,0,33299,304.0,9,1720,3,0,3
BMW,550 Gran Turismo i,2013,79,Gasoline,A/T,0,16800,445.0,4,106,3,0,12
Land,Rover Range Rover Sport HSE,2007,220,Gasoline,A/T,0,5750,300.0,26,1426,3,0,18
BMW,430 i xDrive,2021,17,Gasoline,8-Speed A/T,0,43000,255.0,4,71,3,0,4
Porsche,Cayman Base,2007,75,Gasoline,Manual,1,24999,245.0,43,434,3,1,18
Ford,Expedition Max King Ranch,2021,38,Gasoline,10-Speed A/T,0,62595,309.0,14,637,3,0,4
Rivian,R1S Adventure Package,2023,250,Electric,A/T,0,94000,835.0,45,1277,2,0,2
Mercedes-Benz,GLC 300 GLC 300,2021,13,Gasoline,A/T,0,42598,232.0,36,769,3,0,4
Ford,Mustang Shelby GT500,2012,6,Gasoline,6-Speed Manual,0,48000,550.0,14,1129,3,1,13
Tesla,Model Y Long Range,2021,70,Electric,1-Speed A/T,1,36300,425.0,52,1108,2,0,4
Nissan,370Z Base,2009,80,Gasoline,7-Speed A/T,0,15900,332.0,39,60,3,0,16
Toyota,Sequoia Platinum,2014,125,Gasoline,A/T,0,33000,381.0,53,1528,3,0,11
Nissan,NV Passenger NV3500 HD SL V8,2020,14,Gasoline,A/T,0,63900,375.0,39,1133,3,0,5
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,23,Gasoline,A/T,0,33500,169.0,14,1713,3,0,3
INFINITI,QX80 Base,2014,162,Gasoline,7-Speed A/T,0,18900,400.0,20,1266,3,0,11
